question,answer_a,answer_b,answer_c,answer_correct,media,category
Should you exercise extreme caution when passing by the visible tram stop?,,,,Tak,"18, 33, 39.wmv",AM
Should you exercise extreme caution when passing by the visible bus stop?,,,,Nie,19.wmv,AM
"In this situation, is it enough to exercise caution when circumventing?",,,,Tak,"20, 21, 23.wmv",AM
"What will a police officer do if, during a roadside inspection,it is established that you have exceeded the speed limit by more than 50 km/h in a built-up area, but this was done in order to save someone's life?",Withhold your driving licence.,Caution and refer you to take a control exam.,Will not withhold your driving licence.,C,,"B,C,D,B1,C1,D1"
"What will happen if a police officer discovers during a roadside inspection that you have exceeded the speed limit by more than 50 km/h in a built-up area, but that this was done in order to save somebody's life?",The police officer will withhold your driving licence.,The Police officer will refer you to an instructor for additional training.,The police officer will refrain from retaining your driving licence.,C,,"B,C,D,B1,C1,D1"
"In this situation, are you obliged to keep a safe distance from the vehicles you are passing by?",,,,Tak,"20, 21, 23.wmv",AM
Should you exercise extreme caution when avoiding a vehicle parked on the lane you are driving?,,,,Tak,"16, 17, 22.wmv",AM
"Are you obliged, if necessary, to go to the right when driving past?",,,,Tak,"24, 25, 27.wmv",AM
Is it permitted to carry a child at least 135 cm tall and protected only by seat belts in the front seat of a vehicle?,"Yes, because the rules permit it if it is impossible to provide a child restraint system due to the weight of the child.","No, because the rules on the transport of children permit the transport of children at least 135 cm tall without a safety seat or other child restraint system only in the rear seat of the vehicle.","Yes, if the vehicle is not equipped with rear seats.",B,,C
Is it permissible to reverse a light quadricycle on this section of the road?,,,,Tak,28.wmv,AM
Is it permitted to reverse a light quadricycle on the bridge?,,,,Nie,29.wmv,AM
Must you exercise extreme caution when performing this manoeuvre with a light quadricycle?,,,,Tak,30.wmv,AM
"Can you use daytime running lights in these road conditions, when driving a motorbike or light quadricycle?",,,,Nie,"31, 41, 45.wmv",AM
"In these road conditions, when driving a moped, should you change from daytime running lights to dipped beam lights?",,,,Tak,"32, 37.wmv",AM
"When driving a moped during the day, from dawn to dusk, with good air clarity, can you use daytime running lights instead of dipped beam lights?",,,,Tak,33.wmv,AM
Is it justified in this situation to use a sound signal?,,,,Nie,"10, 34.wmv",AM
Can a moped driver use daytime running lights in deteriorating weather conditions?,,,,Nie,36.wmv,AM
Can you use high beam lights on this stretch of road when driving a light quadricycle?,,,,Nie,"32, 37.wmv",AM
Should you use the sound signal when driving past the bus in the adjacent lane?,,,,Nie,"9, 38.wmv",AM
"In this situation, should you use the sound or light signal when approaching the pedestrian crossing?",,,,Nie,"18, 33, 39.wmv",AM
Can you use position lights on this section of the road when driving a motorbike not equipped with daytime running lights?,,,,Nie,"14, 35, 40, 44.wmv",AM
"In this situation, is it justified to use a sound or light signal to warn of an attempt to overtake?",,,,Nie,"7, 12, 15, 42.wmv",AM
"In this situation, can a moped driver use the sound signal to hurry up a person crossing the road?",,,,Nie,43.wmv,AM
"Under what circumstances is it permitted to carry a child in a lorry with a maximum permissible weight exceeding 3.5 tonnes in the rear seat, restrained only by safety belts?",If the child has reached a height of at least 135 cm and it is not possible to provide a safety seat due to its weight and height.,If the child has reached a height of at least 135 cm regardless of weight.,There is no obligation to carry a child in the rear seat of a lorry in safety seats.,A,,"B,C"
"Is it possible to transport a child under 150 cm tall in a truck, secured only by seat belts?",It is not allowed,"Yes, but only in the back seat.","Yes, if the child is at least 135 cm tall.",A,,"B,C,D"
Is it allowed to carry a child up to the age of three years in a lorry equipped with seatbelts and a safety seat?,No - children under three years of age can only be transported without seat belts on buses.,"Yes, it is permitted.",No - a child under three years of age can only be transported unfastened to the seatbelt in a taxi.,A,,"B,C,D"
Under what circumstances is it not mandatory to carry a child less than 150 cm tall in a safety seat or other restraint system to ensure child safety ?,When transporting a child in a taxi.,When carrying a child in the back seat.,When carrying a child on an adult's lap.,A,,"B,C,D"
Under what circumstances is there no obligation to carry the child in a safety seat or other restraint system to ensure the child's safety?,Upon reaching the age of 15.,After reaching a height of at least 150 cm.,After reaching a height of at least 135 cm.,B,,"B,C"
"Under what circumstances can you carry a third child, under 135 cm in height, in the rear seat of a car or truck, restrained only by seat belts?",If two children are transported in safety seats and it is impossible to install a third seat and the third child is over 3 years old.,Only if the third child is at least 100 cm tall.,Only if the third child is 15 years old.,A,,"B,C"
"Under what circumstances can you carry a child in the rear seat of a car or truck with a maximum permissible weight of 3.5 t, restrained only by seat belts?","If the child is at least 135 cm tall and due to its weight, it is impossible to provide a safety seat or other child restraint system.","If the child is at least 120 cm tall and due to its weight, it is impossible to provide a safety seat or other child restraint system.",If the child is 15 years old.,A,,"B,C"
"When is it permitted to carry a child under 150 cm tall in the front seat of a lorry, only restrained by means of seat belts?",If the child is at least 135 cm tall.,If it is impossible to fit a safety seat in the vehicle.,If the child has a medical certificate indicating that it is cannot be transported in a safety seat.,C,,"B,C"
What documents does the driver of a truck registered in Poland with a maximum permissible weight of over 3.5 t have to carry?,National driving licence.,"Record of the most recent technical inspection of the vehicle used for the commercial carriage of goods, if any was carried out.",Vehicle registration document.,B,,C
Which of these mentioned documents is the driver of a vehicle registered in the territory of the Republic of Poland obliged to carry and present at the request of a competent authority?,National driving licence,Vehicle registration document,A document other than a national driving licence which certifies the authorisation to drive the vehicle.,C,,"A,B,C,D"
Which of the following documents must you carry with you and present at the request of a competent authority when driving a privileged vehicle - a lorry with a maximum permissible weight of over 3.5 tonnes?,The vehicle registration document.,A driving licence.,A permit to drive a priority vehicle in a particular category.,C,,C
Which of these documents must you carry with you and present at the request of the competent authorities if you are engaged in the commercial transport of goods by lorry with a maximum permissible weight exceeding 12 t?,National driving licence.,Confirmation that the vehicle owner has concluded a contract for compulsory third party insurance or proof of payment of insurance premium.,"Vehicle registration document receipt for the period it authorises its use,",C,,C
Which of these documents must the driver of a vehicle registered in the territory of the Republic of Poland carry and present at the request of an authorised body?,Which of these documents must the driver of a vehicle registered in the territory of the Republic of Poland carry and present at the request of an authorised body?,Proof of payment of the compulsory third-party liability insurance of the vehicle owner.,"If the driver has a driving licence limited to a vehicle fitted with an alcohol interlock, a certificate of satisfactory technical examination in this regard.",C,,"B,C,D"
